Timestamp,From Bank,Account,To Bank,Account_4,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
9/6/2022 17:07:00,1,800149630,10,8021D2EC0,28417.2,US Dollar,28417.2,US Dollar,Credit Card,0
9/6/2022 20:53:00,1,800059C00,10,80040A220,11459.48,US Dollar,11459.48,US Dollar,Credit Card,0
9/6/2022 0:18:00,1,8001275E0,10,800805630,527.32,US Dollar,527.32,US Dollar,Cheque,0
9/10/2022 0:01:00,1,800115CA0,10,80012AB70,450.34,US Dollar,450.34,US Dollar,Cheque,0
9/10/2022 15:03:00,1,8003C4EA0,10,8005E7310,1397.61,US Dollar,1397.61,US Dollar,Cash,0
9/1/2022 18:02:00,1,800116420,10,80011DC60,1678.31,US Dollar,1678.31,US Dollar,Credit Card,0
9/2/2022 16:37:00,1,8002183B0,10,80026D340,102.04,US Dollar,102.04,US Dollar,Credit Card,0
9/6/2022 14:02:00,1,800175080,10,8006F7210,8512.11,US Dollar,8512.11,US Dollar,Credit Card,0
9/7/2022 22:09:00,1,8001C5D70,10,800C3A0D0,616.53,US Dollar,616.53,US Dollar,Cheque,0
9/2/2022 16:01:00,1,8000F6B10,10,8002179C0,187.29,US Dollar,187.29,US Dollar,Credit Card,0
9/4/2022 15:49:00,1,8001E3CC0,10,80030B8F0,2927.85,US Dollar,2927.85,US Dollar,Cheque,0
9/2/2022 14:20:00,1,800115CA0,10,800171EA0,72.95,US Dollar,72.95,US Dollar,Credit Card,0
9/7/2022 2:50:00,1,8006A9500,10,8006B2620,3664.62,US Dollar,3664.62,US Dollar,Cheque,0
9/8/2022 20:15:00,1,803D60750,10,80602F070,192.1,US Dollar,192.1,US Dollar,Cheque,0
9/9/2022 8:07:00,1,800057020,10,800146140,394.56,US Dollar,394.56,US Dollar,Cheque,0
9/7/2022 2:45:00,1,800115AD0,10,800216DF0,8.22,US Dollar,8.22,US Dollar,ACH,0
